PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON,PLAYER(season),TEAM(season),OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,Off_kmean,Def_kmean,Ovr_kmean
Dwight Buycks,DET,29,29,10,19,49.4,24.9,9.5,22.9,41.4,1.7,5.2,33.3,4.2,4.7,87.8,1.4,3.4,4.7,6.8,4.5,2.2,0.2,4.5,43.5,0,0,0.5,17-18,Dwight Buycks(17-18),DET(17-18),101.0,100.5,0.6,24.0,1.51,18.7,2.8,6.7,4.7,12.3,45.2,49.8,26.6,97.24,8.4,2,0,0
Marcus Morris Sr.,BOS,28,54,34,20,48.7,24.8,8.9,20.6,42.9,2.9,7.9,36.8,4.2,5.2,80.5,1.5,8.3,9.8,2.4,2.2,1.2,0.4,3.4,42.7,2,0,0.7,17-18,Marcus Morris Sr.(17-18),BOS(17-18),106.0,105.3,0.7,8.2,1.11,8.9,2.9,16.6,9.7,8.0,49.9,54.1,22.2,98.49,10.6,1,2,2
Gary Harris,DEN,23,67,37,30,48.7,24.7,9.3,19.2,48.5,3.3,8.3,39.6,2.8,3.4,82.7,0.8,2.9,3.7,4.1,2.5,2.6,0.3,2.5,41.5,0,0,3.7,17-18,Gary Harris(17-18),DEN(17-18),111.7,108.2,3.5,12.8,1.63,15.0,1.6,6.1,3.9,9.2,57.0,59.7,20.4,98.41,9.8,1,2,2
Sean Kilpatrick,CHI,28,52,22,30,48.0,24.7,8.2,22.0,37.4,3.4,10.8,31.9,4.8,5.4,88.9,0.4,6.1,6.5,3.4,2.8,1.0,0.4,2.5,38.9,0,0,-8.4,17-18,Sean Kilpatrick(17-18),CHI(17-18),101.7,110.3,-8.6,12.1,1.21,11.2,0.7,13.1,6.6,9.3,45.2,50.7,24.2,99.97,8.6,2,2,2
Clint Capela,HOU,24,74,62,12,49.0,24.7,10.6,16.3,65.2,0.0,0.0,0.0,3.5,6.2,56.0,5.8,13.5,19.3,1.6,2.5,1.4,3.3,4.5,62.0,42,0,9.1,17-18,Clint Capela(17-18),HOU(17-18),114.2,104.9,9.3,5.5,0.66,7.1,11.9,27.8,19.8,10.8,65.2,65.0,19.0,98.05,15.5,0,1,1
Shabazz Muhammad,MIL,25,43,25,18,48.3,24.7,9.7,21.7,44.7,0.8,3.1,25.9,4.5,5.8,78.0,2.7,6.1,8.8,1.6,0.7,1.0,0.3,3.5,41.1,0,0,-13.4,17-18,Shabazz Muhammad(17-18),MIL(17-18),103.0,115.7,-12.7,5.5,2.33,6.1,5.7,13.6,9.5,2.6,46.5,51.0,22.5,99.74,9.0,1,2,2
Lauri Markkanen,CHI,21,68,23,45,48.3,24.7,8.9,20.6,43.4,3.5,9.6,36.2,3.3,4.0,84.3,1.9,10.3,12.1,1.9,2.0,0.9,1.0,2.5,45.8,14,0,-9.3,17-18,Lauri Markkanen(17-18),CHI(17-18),101.5,110.5,-9.0,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.5,99.49,11.4,1,2,2
David West,GSW,37,73,52,21,49.7,24.6,10.8,18.8,57.1,0.1,0.4,37.5,3.0,3.9,75.9,3.2,8.7,11.8,6.9,4.0,2.3,3.7,6.0,63.4,0,0,1.7,17-18,David West(17-18),GSW(17-18),103.6,101.7,1.9,22.0,1.73,21.9,7.2,16.3,12.2,12.7,57.5,60.0,22.3,96.63,14.5,2,0,0
Jrue Holiday,NOP,28,81,47,34,46.9,24.6,9.9,19.9,49.4,1.9,5.7,33.7,3.0,3.8,78.6,1.0,4.9,5.8,7.8,3.4,2.0,1.0,3.2,48.9,8,1,5.1,17-18,Jrue Holiday(17-18),NOP(17-18),109.4,104.5,4.9,24.3,2.28,23.8,2.2,9.5,6.0,10.4,54.3,57.0,22.5,102.25,11.8,3,0,0
Jahlil Okafor,BKN,22,28,7,21,49.3,24.6,10.8,19.3,55.8,0.1,0.6,25.0,2.9,4.1,72.4,2.9,8.9,11.9,1.7,2.9,0.4,2.5,7.1,47.2,0,0,-22.8,17-18,Jahlil Okafor(17-18),BKN(17-18),92.6,115.2,-22.6,7.0,0.57,6.6,5.8,19.0,12.2,11.5,56.2,58.4,21.6,97.47,10.5,0,1,1
J.J. Barea,DAL,34,69,23,46,49.1,24.5,9.3,21.1,43.9,3.5,9.6,36.7,2.4,3.1,78.4,0.5,5.7,6.2,13.3,4.4,1.1,0.1,2.5,50.9,6,0,0.6,17-18,J.J. Barea(17-18),DAL(17-18),107.5,106.8,0.7,42.6,3.03,33.1,0.9,12.0,6.4,10.9,52.2,54.5,24.3,97.92,13.3,3,0,0
Adreian Payne,ORL,27,5,0,5,49.5,24.4,8.1,11.6,70.0,2.3,3.5,66.7,5.8,7.0,83.3,2.3,8.1,10.5,0.0,2.3,2.3,0.0,7.0,41.6,0,0,-15.1,17-18,Adreian Payne(17-18),ORL(17-18),103.5,115.9,-12.4,0.0,0.0,0.0,4.4,22.6,11.8,13.3,80.0,83.1,15.5,98.15,12.0,2,1,1
Carmelo Anthony,OKC,34,78,46,32,48.4,24.4,9.1,22.6,40.4,3.3,9.2,35.7,2.9,3.7,76.7,1.3,7.5,8.8,2.0,1.9,0.9,0.9,3.8,41.6,6,0,5.2,17-18,Carmelo Anthony(17-18),OKC(17-18),111.6,106.4,5.2,6.1,1.04,7.1,2.5,15.8,8.8,6.8,47.6,50.3,22.3,99.12,8.6,1,2,2
Kyle Kuzma,LAL,22,77,34,43,47.2,24.4,9.2,20.4,45.0,3.1,8.5,36.6,2.9,4.1,70.7,1.7,7.8,9.5,2.8,2.8,1.0,0.7,3.1,42.1,17,0,-2.4,17-18,Kyle Kuzma(17-18),LAL(17-18),105.3,107.5,-2.2,9.1,1.01,10.0,3.5,15.4,9.5,10.0,52.7,54.9,21.9,101.81,10.4,1,2,2
Kyle Lowry,TOR,32,78,57,21,48.3,24.4,7.8,18.2,42.7,4.6,11.5,39.9,4.3,5.0,85.4,1.3,7.1,8.4,10.3,3.5,1.6,0.4,3.7,52.4,23,3,7.7,17-18,Kyle Lowry(17-18),TOR(17-18),113.1,105.5,7.6,30.7,2.93,30.3,2.6,14.2,8.5,10.3,55.3,59.8,21.1,99.37,13.6,3,0,0
Jamal Crawford,MIN,38,80,45,35,48.9,24.3,9.1,21.9,41.5,3.1,9.3,33.1,3.0,3.3,90.3,0.6,2.3,2.9,5.5,2.8,1.2,0.3,2.5,37.5,0,0,-4.5,17-18,Jamal Crawford(17-18),MIN(17-18),108.4,112.8,-4.5,17.7,1.95,17.4,1.3,5.0,3.1,8.9,48.5,51.9,23.1,98.26,7.9,1,0,0
Kelly Olynyk,MIA,27,76,42,34,49.5,24.2,8.8,17.7,49.7,2.9,7.8,37.9,3.7,4.8,77.0,2.5,9.5,12.0,5.8,4.1,1.7,1.0,6.2,51.3,7,0,6.5,17-18,Kelly Olynyk(17-18),MIA(17-18),110.0,104.6,5.3,18.0,1.41,19.4,5.2,20.0,12.6,13.8,58.0,61.2,21.3,96.5,12.2,2,0,0
Greg Monroe,BOS,28,51,21,30,48.1,24.2,10.1,17.8,56.5,0.0,0.0,0.0,4.1,5.5,73.9,5.0,11.1,16.2,5.3,4.3,2.0,1.1,4.4,56.5,9,1,-9.8,17-18,Greg Monroe(17-18),BOS(17-18),100.9,110.5,-9.6,18.9,1.21,17.6,10.4,24.4,17.2,14.5,56.5,59.8,21.8,99.86,15.3,2,1,1
Josh Jackson,PHX,21,77,19,58,46.7,24.1,9.3,22.2,41.7,1.4,5.2,26.3,4.2,6.7,63.4,2.3,6.1,8.4,2.8,3.5,1.9,0.8,5.2,43.2,5,0,-12.6,17-18,Josh Jackson(17-18),PHX(17-18),98.6,110.3,-11.7,10.5,0.82,9.0,4.4,12.3,8.3,11.0,44.8,48.0,25.3,103.23,7.2,2,1,1
Andrew Wiggins,MIN,23,82,47,35,49.2,24.0,9.4,21.5,43.8,1.9,5.6,33.1,3.3,5.2,64.3,1.4,4.6,5.9,2.6,2.3,1.5,0.8,2.7,39.8,1,0,3.4,17-18,Andrew Wiggins(17-18),MIN(17-18),112.5,108.9,3.5,8.0,1.16,9.2,2.8,9.4,6.1,7.9,48.1,50.5,22.8,97.56,7.6,1,2,2
Dwyane Wade,MIA,36,67,37,30,47.8,23.8,9.3,21.2,43.8,1.0,3.5,28.8,4.2,5.9,71.4,1.6,6.3,7.8,7.1,4.4,1.9,1.5,3.9,49.6,3,0,0.8,17-18,Dwyane Wade(17-18),MIA(17-18),106.4,105.1,1.3,24.5,1.63,20.1,3.2,12.4,7.9,12.4,46.2,50.0,25.1,100.71,10.4,2,0,0
Paul Millsap,DEN,33,38,22,16,48.9,23.7,8.6,18.6,46.4,1.7,4.8,34.5,4.8,6.9,69.6,2.8,7.7,10.5,4.5,3.1,1.7,1.9,4.2,50.5,2,0,4.3,17-18,Paul Millsap(17-18),DEN(17-18),111.8,107.8,3.9,13.9,1.44,15.4,5.8,15.3,10.7,10.7,50.9,54.9,21.7,98.06,10.5,2,0,0
Dirk Nowitzki,DAL,40,77,24,53,48.5,23.6,8.8,19.3,45.6,3.5,8.6,40.9,2.5,2.8,89.8,0.6,10.6,11.2,3.1,1.3,1.1,1.1,3.7,47.1,5,0,-1.4,17-18,Dirk Nowitzki(17-18),DAL(17-18),105.5,107.5,-2.0,9.8,2.35,12.4,1.2,22.7,11.8,5.3,54.7,57.5,19.9,98.8,11.9,1,2,2
Marco Belinelli,PHI,32,80,39,41,47.3,23.6,8.2,18.6,44.1,3.6,9.6,37.7,3.6,4.0,90.8,0.5,3.2,3.7,3.6,2.3,1.6,0.3,2.2,36.8,0,0,-0.7,17-18,Marco Belinelli(17-18),PHI(17-18),105.4,106.8,-1.4,11.5,1.57,13.8,1.0,6.6,3.8,8.8,53.9,58.1,19.7,101.06,9.3,1,2,2
Willy Hernangomez,CHA,24,48,20,28,47.4,23.6,8.7,15.7,55.5,0.5,1.2,41.7,5.7,8.6,65.6,5.9,11.7,17.6,3.2,3.4,1.7,1.5,6.1,55.9,4,0,0.0,17-18,Willy Hernangomez(17-18),CHA(17-18),103.2,103.1,0.1,10.9,0.94,12.1,11.5,24.8,17.9,12.8,57.0,60.4,20.3,101.23,13.4,2,1,1
JaVale McGee,GSW,30,65,45,20,46.8,23.6,10.3,16.6,62.1,0.0,0.5,0.0,2.9,4.0,73.1,4.5,8.4,12.8,2.5,2.1,1.6,4.3,6.9,58.5,0,0,3.0,17-18,JaVale McGee(17-18),GSW(17-18),110.5,107.9,2.6,8.0,1.22,11.0,10.1,16.6,13.6,9.0,62.1,64.1,18.3,102.49,11.8,0,1,1
Rondae Hollis-Jefferson,BKN,23,68,26,42,47.6,23.5,8.5,18.0,47.2,0.3,1.3,24.1,6.2,7.8,78.8,2.5,8.9,11.4,4.1,3.0,1.6,1.2,3.6,48.7,12,0,-4.6,17-18,Rondae Hollis-Jefferson(17-18),BKN(17-18),105.9,109.6,-3.7,14.3,1.38,14.6,5.0,17.5,11.3,10.6,48.1,54.8,21.7,101.18,11.9,2,0,0
Dario Saric,PHI,24,78,49,29,47.5,23.4,8.3,18.3,45.3,3.2,8.2,39.3,3.7,4.3,86.0,3.2,7.5,10.7,4.1,3.0,1.0,0.4,3.3,43.8,13,0,5.9,17-18,Dario Saric(17-18),PHI(17-18),108.9,103.0,5.9,12.9,1.36,15.2,6.7,14.7,10.8,11.1,54.1,58.2,20.4,101.15,11.5,1,2,2
Domantas Sabonis,IND,22,74,45,29,49.2,23.4,9.2,18.0,51.4,0.4,1.0,35.1,4.6,6.1,75.0,4.5,11.1,15.6,4.1,3.7,1.1,0.9,6.0,50.4,15,0,0.9,17-18,Domantas Sabonis(17-18),IND(17-18),107.2,105.8,1.4,12.7,1.1,14.4,9.3,22.7,16.0,13.1,52.4,56.7,21.4,97.76,12.1,2,0,0
Danilo Gallinari,LAC,29,21,11,10,48.9,23.4,7.4,18.6,39.8,2.6,8.1,32.4,5.9,6.3,93.1,0.7,6.7,7.4,3.0,1.9,0.9,0.7,2.2,39.8,0,0,0.8,17-18,Danilo Gallinari(17-18),LAC(17-18),104.5,104.2,0.3,9.7,1.58,11.3,1.3,13.3,7.3,7.2,46.9,54.5,20.5,97.96,10.3,1,2,2
Derrick Rose,MIN,29,25,15,10,46.8,23.3,9.0,20.8,43.5,0.8,3.3,23.3,4.5,5.1,87.0,1.5,2.5,3.9,4.1,3.9,0.8,0.4,1.8,34.0,0,0,-5.9,17-18,Derrick Rose(17-18),MIN(17-18),107.7,113.9,-6.2,13.6,1.06,13.2,3.3,5.3,4.3,12.5,45.4,50.7,24.5,102.47,6.8,2,0,0
Antonio Blakeney,CHI,21,19,3,16,48.3,23.2,8.2,22.0,37.1,2.3,8.0,28.8,4.6,6.0,76.9,0.6,4.5,5.1,3.1,1.7,1.1,0.2,2.9,35.9,0,0,-0.9,17-18,Antonio Blakeney(17-18),CHI(17-18),108.2,109.4,-1.3,9.6,1.82,10.6,1.1,8.9,4.9,5.8,42.3,47.1,22.7,99.24,6.4,1,2,2
Jaylen Brown,BOS,21,70,47,23,49.1,23.2,8.5,18.3,46.5,2.8,7.0,39.5,3.4,5.3,64.4,1.5,6.4,7.9,2.6,2.8,1.6,0.6,4.1,40.4,2,0,7.8,17-18,Jaylen Brown(17-18),BOS(17-18),109.0,101.3,7.7,8.1,0.92,10.0,3.0,12.4,7.8,10.9,54.0,56.2,20.8,97.62,8.9,1,2,2
Malik Monk,CHA,20,63,26,37,47.0,23.2,8.4,23.4,36.0,4.6,13.4,34.2,1.8,2.1,84.2,0.4,3.2,3.6,5.0,2.7,1.1,0.5,3.3,37.2,0,0,-10.5,17-18,Malik Monk(17-18),CHA(17-18),100.8,112.6,-11.8,17.8,1.86,15.6,0.8,6.9,3.7,8.4,45.8,47.7,24.1,101.57,6.3,1,2,2
Dion Waiters,MIA,26,30,16,14,49.6,23.2,8.8,22.2,39.8,2.8,9.2,30.6,2.8,3.7,73.9,0.4,3.7,4.2,6.1,3.8,1.2,0.5,3.3,38.7,0,0,-4.6,17-18,Dion Waiters(17-18),MIA(17-18),100.9,106.2,-5.3,21.0,1.61,18.1,0.9,7.8,4.3,11.2,46.1,48.7,25.0,96.49,7.6,3,0,0
Dante Exum,UTA,22,14,10,4,47.6,23.1,8.5,17.6,48.3,1.0,3.7,27.8,5.1,6.3,80.6,0.8,4.5,5.3,8.7,4.1,1.6,0.6,4.1,45.2,0,0,6.5,17-18,Dante Exum(17-18),UTA(17-18),106.5,98.4,8.1,27.0,2.15,26.1,1.8,8.3,5.3,12.1,51.1,56.6,22.3,101.72,11.7,3,0,0
Jack Cooley,SAC,27,7,4,3,50.4,23.1,7.5,15.6,48.1,0.0,0.0,0.0,8.1,11.0,73.7,8.1,9.2,17.3,3.5,1.7,0.6,0.0,7.5,49.1,0,0,-2.3,17-18,Jack Cooley(17-18),SAC(17-18),95.4,100.0,-4.6,12.8,2.0,13.3,13.1,18.4,15.5,6.7,48.1,56.6,18.5,94.05,14.3,2,1,1
Mike Scott,WAS,29,76,39,37,48.6,23.1,9.5,18.1,52.7,2.3,5.6,40.5,1.7,2.6,65.8,1.7,6.8,8.5,2.8,2.7,0.8,0.3,5.1,38.2,0,0,-2.8,17-18,Mike Scott(17-18),WAS(17-18),105.6,107.6,-2.0,9.3,1.01,11.2,3.6,14.1,8.8,11.1,59.0,59.9,19.4,99.15,9.6,1,2,2
Frank Kaminsky,CHA,25,79,35,44,48.4,23.0,8.1,18.9,42.9,2.7,7.2,38.0,4.1,5.1,79.9,1.2,6.4,7.6,3.4,1.7,0.9,0.5,2.5,39.9,0,0,-1.5,17-18,Frank Kaminsky(17-18),CHA(17-18),107.7,110.0,-2.3,11.3,1.95,13.0,2.3,13.9,7.8,6.7,50.1,54.5,20.2,98.79,9.8,1,2,2
Will Barton,DEN,27,81,46,35,48.6,23.0,8.4,18.6,45.2,2.8,7.6,37.0,3.3,4.1,80.5,1.3,6.1,7.4,6.0,2.7,1.5,0.9,3.0,45.5,2,0,2.2,17-18,Will Barton(17-18),DEN(17-18),110.7,108.6,2.1,18.5,2.22,20.7,2.6,12.6,7.5,9.3,52.8,56.2,20.1,98.63,10.9,1,0,0
Wade Baldwin IV,POR,22,7,4,3,48.5,22.9,8.4,12.7,66.7,2.4,3.0,80.0,3.6,6.0,60.0,0.6,4.2,4.8,3.0,2.4,1.2,0.6,7.2,36.2,0,0,3.0,17-18,Wade Baldwin IV(17-18),POR(17-18),104.2,98.2,6.0,9.3,1.25,14.7,1.4,9.0,5.4,11.8,76.2,74.8,15.9,100.49,9.4,1,2,2
Otto Porter Jr.,WAS,25,77,42,35,49.0,22.8,9.0,17.8,50.3,2.8,6.3,44.1,2.1,2.6,82.8,2.1,7.8,9.9,3.2,1.5,2.3,0.8,3.0,47.4,13,0,5.8,17-18,Otto Porter Jr.(17-18),WAS(17-18),110.3,105.1,5.1,9.6,2.09,13.4,4.4,16.1,10.4,6.4,58.1,60.2,18.2,97.75,12.4,1,2,2
Jonathon Simmons,ORL,28,69,21,48,48.2,22.8,8.4,18.1,46.5,1.6,4.8,33.8,4.4,5.7,76.8,1.4,4.2,5.7,4.1,3.5,1.4,0.4,4.2,37.5,0,0,-7.0,17-18,Jonathon Simmons(17-18),ORL(17-18),104.6,111.4,-6.9,13.1,1.17,14.5,3.0,8.7,5.9,12.4,51.1,55.5,21.5,99.75,7.7,2,0,0
Alec Burks,UTA,26,64,37,27,48.9,22.8,7.8,19.1,41.1,2.2,6.6,33.1,4.9,5.7,86.3,0.9,8.0,8.9,3.1,2.8,1.7,0.4,3.5,41.5,0,0,-0.5,17-18,Alec Burks(17-18),UTA(17-18),104.3,105.3,-1.0,10.4,1.12,11.3,1.9,16.8,9.4,10.1,46.7,52.7,22.1,98.03,10.1,2,2,2
Brandon Ingram,LAL,20,59,27,32,47.4,22.8,8.6,18.3,47.0,1.0,2.5,39.0,4.6,6.8,68.1,1.4,6.2,7.5,5.5,3.6,1.1,1.0,3.9,42.8,6,0,-3.0,17-18,Brandon Ingram(17-18),LAL(17-18),104.7,107.5,-2.7,17.7,1.54,18.2,2.7,12.1,7.4,11.8,49.7,53.6,21.8,101.47,9.6,2,0,0
Willie Cauley-Stein,SAC,24,73,23,50,49.7,22.7,9.4,18.8,50.2,0.1,0.3,25.0,3.7,6.0,61.9,3.2,9.2,12.4,4.2,2.6,1.9,1.6,4.5,51.7,12,0,-7.9,17-18,Willie Cauley-Stein(17-18),SAC(17-18),101.8,109.6,-7.8,13.5,1.58,14.8,6.4,19.7,12.8,9.4,50.4,52.9,21.5,96.65,11.5,2,1,1
Kent Bazemore,ATL,28,65,19,46,48.4,22.6,7.7,18.3,42.0,2.9,7.4,39.4,4.3,5.4,79.6,0.7,6.0,6.7,6.2,4.2,2.7,1.2,4.0,47.4,0,0,-4.4,17-18,Kent Bazemore(17-18),ATL(17-18),104.5,108.9,-4.5,19.9,1.45,19.9,1.4,12.4,6.9,13.7,50.0,54.7,22.1,99.1,9.9,2,0,0
Bojan Bogdanovic,IND,29,80,47,33,48.7,22.6,8.0,16.9,47.4,3.1,7.6,40.2,3.5,4.1,86.8,0.6,4.7,5.3,2.4,2.1,1.1,0.2,2.6,34.1,0,0,1.8,17-18,Bojan Bogdanovic(17-18),IND(17-18),106.4,104.9,1.5,7.1,1.12,10.3,1.2,9.7,5.5,9.1,56.5,60.5,18.5,98.36,9.1,1,2,2
Chris McCullough,WAS,23,19,11,8,44.0,22.5,8.8,20.6,42.9,0.5,3.9,12.5,4.4,6.9,64.3,3.4,8.8,12.3,2.0,1.0,0.0,2.5,3.9,46.6,0,0,-7.8,17-18,Chris McCullough(17-18),WAS(17-18),99.0,111.2,-12.2,8.2,2.0,7.3,7.0,18.8,12.8,3.6,44.0,47.8,21.9,106.94,10.3,1,2,2
Taurean Prince,ATL,24,82,24,58,47.9,22.5,8.1,19.0,42.6,3.4,8.9,38.5,3.0,3.5,84.4,1.0,6.6,7.6,4.2,3.7,1.7,0.8,3.3,41.5,5,0,-7.1,17-18,Taurean Prince(17-18),ATL(17-18),103.8,111.4,-7.5,13.5,1.12,14.7,2.0,13.8,7.8,13.1,51.6,54.9,21.6,100.03,9.0,1,2,2
Avery Bradley,LAC,27,46,22,24,49.1,22.5,8.9,21.4,41.4,2.6,7.0,36.9,2.2,2.8,76.8,0.8,3.2,4.0,3.2,3.5,1.7,0.3,3.2,34.7,0,0,-4.2,17-18,Avery Bradley(17-18),LAC(17-18),104.0,108.3,-4.2,10.5,0.93,11.0,1.4,6.8,4.0,11.8,47.4,49.6,22.9,97.72,6.0,1,2,2
Jayson Tatum,BOS,20,80,53,27,49.3,22.4,8.0,16.8,47.5,2.1,4.9,43.4,4.3,5.2,82.6,1.0,7.1,8.1,2.6,2.3,1.7,1.2,3.4,42.3,4,0,6.9,17-18,Jayson Tatum(17-18),BOS(17-18),107.7,100.8,6.9,8.1,1.12,10.7,2.1,13.8,8.1,9.6,53.8,58.6,19.2,97.42,10.8,1,2,2
Wayne Selden,MEM,23,35,10,25,47.5,22.3,8.0,18.5,43.1,3.4,8.4,40.2,3.0,4.1,74.6,1.1,2.7,3.8,4.5,3.7,1.2,0.3,4.1,34.8,0,0,-7.0,17-18,Wayne Selden(17-18),MEM(17-18),100.3,108.7,-8.4,15.4,1.22,15.9,2.3,6.0,4.1,13.0,52.2,55.1,21.2,100.36,7.2,1,2,2
Jeff Green,CLE,31,78,47,31,48.2,22.3,7.8,16.3,47.7,1.4,4.5,31.2,5.4,6.2,86.8,1.6,4.9,6.5,2.6,2.0,1.1,0.9,3.9,38.0,1,0,2.7,17-18,Jeff Green(17-18),CLE(17-18),109.9,106.2,3.7,8.1,1.32,11.0,3.4,9.5,6.6,8.4,52.0,58.7,19.0,100.04,9.0,2,2,2
Mike James,PHX,27,36,11,25,45.4,22.2,8.1,21.2,38.3,1.7,6.5,26.5,4.2,5.6,76.2,0.9,5.1,5.9,8.3,3.2,1.9,0.5,3.2,45.5,0,0,-2.7,17-18,Mike James(17-18),PHX(17-18),103.5,106.1,-2.6,27.9,2.57,23.6,1.7,10.4,6.0,9.2,42.4,46.9,23.7,105.83,10.0,3,0,0
Myles Turner,IND,22,65,39,26,49.1,22.1,8.2,17.1,47.9,1.5,4.2,35.7,4.3,5.5,77.7,2.5,8.7,11.2,2.3,2.6,1.0,3.2,5.0,49.0,11,0,3.0,17-18,Myles Turner(17-18),IND(17-18),108.3,105.3,3.0,7.1,0.91,9.5,5.2,17.4,11.4,10.5,52.3,56.7,19.9,97.74,10.0,1,2,2
Ben Simmons,PHI,21,81,51,30,47.2,22.1,9.4,17.2,54.5,0.0,0.2,0.0,3.3,5.9,56.0,2.5,8.9,11.4,11.4,4.8,2.4,1.2,3.6,58.9,38,12,6.7,17-18,Ben Simmons(17-18),PHI(17-18),109.5,102.9,6.6,36.2,2.38,31.6,5.3,17.1,11.5,13.3,54.5,55.7,21.9,101.77,15.4,3,0,0
Henry Ellenson,DET,21,38,21,17,48.0,22.0,7.7,21.3,36.3,2.9,8.8,33.3,3.6,4.2,86.2,1.5,10.4,11.8,2.9,2.6,0.7,0.0,3.2,40.2,1,0,-0.7,17-18,Henry Ellenson(17-18),DET(17-18),97.5,97.0,0.5,9.8,1.11,10.2,2.9,20.8,11.8,9.1,43.2,47.6,23.3,100.62,9.6,1,2,2
Ricky Rubio,UTA,27,77,44,33,49.3,22.0,7.6,18.1,41.8,2.1,6.0,35.2,4.8,5.6,86.6,1.0,6.7,7.7,9.0,4.5,2.6,0.2,4.5,48.8,11,0,4.6,17-18,Ricky Rubio(17-18),UTA(17-18),105.9,101.2,4.7,28.3,1.98,26.5,2.0,13.9,8.0,13.4,47.6,53.7,22.2,97.48,11.5,3,0,0
Serge Ibaka,TOR,28,76,53,23,48.1,22.0,8.7,18.0,48.3,2.5,6.8,36.0,2.2,2.7,79.7,1.8,9.2,11.0,1.4,2.1,0.7,2.3,4.8,44.1,8,0,7.1,17-18,Serge Ibaka(17-18),TOR(17-18),112.8,106.1,6.8,4.4,0.69,6.3,3.7,18.3,11.2,9.1,55.2,57.4,18.9,99.68,9.8,1,2,2
Kris Dunn,CHI,24,52,19,33,47.9,22.0,9.0,20.9,42.9,1.4,4.2,32.1,2.6,3.6,73.7,0.8,6.2,6.9,9.7,4.7,3.3,0.8,5.5,52.6,4,0,-8.7,17-18,Kris Dunn(17-18),CHI(17-18),102.5,110.6,-8.0,31.9,2.07,26.3,1.5,13.1,7.1,12.7,46.2,48.8,24.5,100.45,9.5,3,0,0
Austin Rivers,LAC,25,61,30,31,49.1,21.9,8.1,19.2,42.4,3.2,8.6,37.8,2.4,3.8,64.2,0.6,2.8,3.5,5.8,2.6,1.8,0.4,3.6,38.6,0,0,-1.5,17-18,Austin Rivers(17-18),LAC(17-18),110.0,111.6,-1.7,17.9,2.22,19.8,1.3,5.8,3.5,8.9,50.8,52.6,20.6,97.78,7.3,1,2,2
Andre Drummond,DET,24,78,37,41,49.1,21.9,8.7,16.5,52.9,0.0,0.2,0.0,4.5,7.4,60.5,7.5,15.9,23.3,4.4,3.7,2.1,2.4,4.7,66.3,62,0,-1.0,17-18,Andre Drummond(17-18),DET(17-18),107.0,108.0,-1.0,14.0,1.19,15.8,14.5,32.9,23.4,13.4,52.9,55.5,20.7,97.79,15.6,0,1,1
Walt Lemon Jr.,NOP,25,5,4,1,45.0,21.8,9.0,20.5,43.8,1.3,1.3,100.0,2.6,3.8,66.7,0.0,2.6,2.6,6.4,5.1,0.0,1.3,6.4,33.2,0,0,-19.2,17-18,Walt Lemon Jr.(17-18),NOP(17-18),109.0,123.5,-14.5,17.2,1.25,19.2,0.0,6.5,3.3,15.4,46.9,49.1,25.6,108.71,3.0,3,0,0
Mirza Teletovic,MIL,32,10,4,6,48.7,21.7,7.6,17.4,43.9,6.4,13.8,46.7,0.0,0.0,0.0,0.9,6.1,7.0,3.1,2.1,1.2,0.3,4.3,37.2,0,0,-10.1,17-18,Mirza Teletovic(17-18),MIL(17-18),98.2,108.6,-10.4,10.3,1.43,13.5,2.1,12.8,7.7,9.5,62.3,62.3,18.3,98.46,9.7,1,2,2
Derrick Favors,UTA,26,77,46,31,49.5,21.7,9.1,16.1,56.3,0.3,1.4,22.2,3.2,4.9,65.1,4.6,8.1,12.7,2.3,2.0,1.2,1.9,3.8,47.8,15,0,3.3,17-18,Derrick Favors(17-18),UTA(17-18),106.2,102.6,3.6,7.5,1.16,10.4,9.7,16.7,13.3,8.9,57.3,59.3,18.1,97.13,11.9,0,1,1
DeMarre Carroll,BKN,31,73,25,48,48.1,21.7,7.2,17.3,41.4,3.2,8.6,37.1,4.1,5.4,76.4,2.3,8.3,10.6,3.2,2.3,1.3,0.7,3.6,42.9,13,0,-1.4,17-18,DeMarre Carroll(17-18),BKN(17-18),106.5,107.8,-1.2,10.6,1.43,12.9,4.5,16.5,10.4,9.0,50.6,55.0,19.4,99.88,10.1,1,2,2
Robin Lopez,CHI,30,64,23,41,48.4,21.7,9.8,18.5,53.0,0.1,0.4,28.6,1.9,2.6,75.6,3.8,4.5,8.3,3.6,3.1,0.4,1.5,3.1,39.6,3,0,-5.7,17-18,Robin Lopez(17-18),CHI(17-18),101.6,107.7,-6.1,11.9,1.16,13.6,7.4,9.3,8.3,11.7,53.3,55.2,20.3,99.0,8.7,0,1,1
